Gene ID,AO1,AO2,B1,B2
NVE23455,48,33,32,20
NVE23456,4316,3453,1282,1219
NVE23457,105,142,1291,1057
NVE23458,32,60,30,29
NVE23459,9,3,6,0
NVE23460,2,4,4,1
NVE23461,4,12,11,6
NVE23462,110,108,113,81
NVE23463,15,15,15,18
NVE23464,51,25,37,22
NVE23465,52,48,48,62
NVE23466,40,33,28,23
NVE23467,37,22,35,44
NVE23468,277,291,258,235
NVE23469,4,2,4,2
NVE23471,64,71,107,76
NVE23472,7379,6732,6135,5102
NVE23473,2872,2737,2808,2064
NVE23474,1324,1389,1320,936
NVE23475,37,50,80,75
NVE23476,306,316,235,228
NVE23477,70,80,65,81
NVE23543,62,60,90,79
NVE23557,132,96,166,106
NVE23572,39,44,105,92
NVE23605,29,29,50,42
NVE23612,58,45,27,30
NVE23527,315,273,312,282
NVE23528,28,29,29,19
NVE23529,36,42,59,46
NVE23530,32,17,19,26
NVE23531,331,305,404,300
NVE23532,57,40,29,30
NVE23533,11,14,12,19
NVE23534,30,21,19,22
NVE23535,58,37,103,65
NVE23536,138,159,188,132
NVE23537,36,20,34,34
NVE23538,19,27,30,35
NVE23539,1655,1632,1800,1615
NVE23540,132,114,156,147
NVE23541,1043,941,1118,853
NVE23542,49,60,79,48
NVE23544,198,222,196,183
NVE23545,302,284,398,368
NVE23546,84,86,82,83
NVE23547,38,32,152,122
NVE23549,1852,2038,1355,1481
NVE23550,45,46,41,27
NVE23551,161,140,188,145
NVE23552,139,90,90,92
NVE23553,2,1,2,0
NVE23554,3,1,2,3
NVE23555,265,255,319,263
NVE23556,94,85,110,94
NVE23558,80,76,96,84
NVE23559,117,88,96,85
NVE23560,62,55,35,31
NVE23561,95,85,85,83
NVE23562,100,81,146,100
NVE23563,4,3,1,0
NVE23564,55,47,158,124
NVE23565,0,0,0,1
NVE23566,5,4,8,3
NVE23567,44,21,30,27
NVE23568,98,87,96,102
NVE23569,334,288,216,195
NVE23570,412,371,449,341
NVE23571,8,12,26,12
NVE23573,131,132,157,142
NVE23574,1792,1733,1706,1359
NVE23575,947,888,306,235
NVE23576,190,225,82,55
NVE23577,0,0,0,1
NVE23578,1764,1645,2533,2122
NVE23579,12,3,3,10
NVE23580,667,686,858,721
NVE23581,261,238,284,246
NVE23582,266,259,388,331
NVE23583,12,11,3,2
NVE23584,1294,1136,1278,1030
NVE23585,2,2,7,3
NVE23586,198,142,229,167
NVE23587,0,5,154,105
NVE23588,0,0,14,7
NVE23589,209,180,174,167
NVE23590,132,93,115,87
NVE23591,1,5,3,3
NVE23592,4,3,6,7
NVE23593,2,0,3,2
NVE23594,2,2,8,9
NVE23595,4,0,3,4
NVE23596,176,183,109,118
NVE23597,462,414,419,352
NVE23598,7,8,5,12
NVE23599,9,12,12,22
NVE23600,20,20,23,16
NVE23601,13,15,5,4
NVE23602,165,141,116,81
NVE23603,7,11,23,21
NVE23604,17,16,28,52
NVE23606,4,2,3,2
NVE23607,81,81,98,86
NVE23608,638,679,452,359
NVE23609,58,74,32,19
NVE23610,258,231,147,136
NVE23611,349,293,189,170
NVE23613,1,5,4,1
NVE23664,14825,13414,6847,6148
NVE23685,13,11,20,10
NVE23698,384,379,466,363
NVE23710,1874,1898,2048,1694
NVE23658,53,50,68,80
NVE23659,715,823,532,515
NVE23660,198,216,115,140
NVE23661,13,4,2,4
NVE23662,7,8,11,10
NVE23663,121,88,140,86
NVE23665,3,1,2,3
NVE23666,15,21,29,30
NVE23667,8,6,5,13
NVE23668,29,12,30,30
NVE23669,68,59,86,51
NVE23670,40,27,33,34
NVE23671,91,85,110,90
NVE23672,106,88,66,67
NVE23673,249,187,266,217
NVE23674,277,253,68,59
NVE23675,343,315,72,43
NVE23676,382,410,376,278
NVE23677,185,160,181,163
NVE23678,22,12,41,31
NVE23679,37,49,79,35
NVE23680,28,22,317,260
NVE23681,30,35,75,44
NVE23682,1,1,3,0
NVE23683,4,2,3,7
NVE23684,6,5,3,3
NVE23686,57,34,85,49
NVE23687,139,114,161,123
NVE23688,57,41,88,86
NVE23689,2,1,16,5
NVE23690,0,0,3,2
NVE23691,5,3,2,4
NVE23692,610,571,635,495
NVE23693,119,116,51,50
NVE23694,32,26,41,24
NVE23695,264,198,154,140
NVE23696,145,134,157,93
NVE23697,58,73,136,149
NVE23699,88,83,61,63
NVE23700,27,18,13,11
NVE23701,4703,3861,4674,4153
NVE23702,315,278,336,289
NVE23703,12,8,5,6
NVE23704,1,2,4,2
NVE23705,10,9,24,10
NVE23706,441,417,474,457
NVE23707,120,106,114,102
NVE23708,330,308,294,289
NVE23709,805,734,540,436
NVE23711,279,318,390,294
NVE23712,2,4,4,4
NVE23713,1,4,1,2
NVE23714,56,56,24,19
NVE23715,13,17,18,16
NVE23716,271,245,92,84
NVE23717,2,1,2,1
NVE23718,0,2,0,1
NVE23719,28,31,37,24
NVE23720,16,22,21,28
NVE23721,131,147,201,163
NVE23722,170,182,242,170
NVE23723,342,392,374,298
NVE23724,58,62,77,51
NVE23725,159,189,172,99
NVE23726,25,14,18,10
NVE23800,898,805,791,731
NVE23818,2965,2791,2899,2398
NVE23829,740,679,596,500
NVE23845,31,30,31,29
NVE23860,119,116,107,83
NVE23783,17,25,26,30
NVE23784,190,159,272,284
NVE23785,23,25,28,25
NVE23786,444,348,589,467
NVE23787,2,0,2,1
NVE23788,351,382,701,560
NVE23789,1,0,1,0
NVE23790,4,4,3,4
NVE23792,1121,1012,1358,1204
NVE23793,11,12,11,5
NVE23794,89,140,80,97
NVE23795,71,61,56,57
NVE23796,353,305,430,370
NVE23797,146,132,129,141
NVE23798,23,29,31,19
NVE23799,86,88,94,70
NVE23801,393,367,473,419
NVE23802,14,19,21,15
NVE23803,117,80,29,20
NVE23804,11,9,5,3
NVE23805,1162,1110,228,206
NVE23806,156,141,32,38
NVE23807,14,16,12,5
NVE23808,1,1,2,1
NVE23809,4,0,8,5
NVE23810,240,432,5953,4882
NVE23811,5,5,16,7
NVE23812,540,505,633,556
NVE23813,3385,2738,2940,2540
NVE23814,162,149,166,167
NVE23815,12,3,13,11
NVE23816,5,10,8,7
NVE23817,957,914,917,810
NVE23819,2245,2248,2323,1980
NVE23820,117,109,117,98
NVE23821,174,113,147,111
NVE23822,293,305,226,186
NVE23823,16,12,10,4
NVE23824,1,0,4,3
NVE23825,204,168,219,218
NVE23826,69,72,94,93
NVE23827,4,6,12,8
NVE23828,6,3,6,3
NVE23830,83,65,108,74
NVE23831,10,0,22,8
NVE23832,3,0,10,6
NVE23833,353,303,398,339
NVE23834,1,0,1,0
NVE23835,2,0,1,3
NVE23836,1,2,2,0
NVE23837,0,3,0,1
NVE23838,88,65,54,36
NVE23839,56,48,24,25
NVE23840,198,190,176,142
NVE23841,572,538,643,572
NVE23842,57,52,27,25
NVE23843,46,38,30,32
NVE23844,555,492,456,360
NVE23846,262,287,398,320
NVE23847,444,439,494,376
NVE23848,23,16,30,26
NVE23849,14,12,10,8
NVE23850,295,294,438,358
NVE23851,199,176,140,135
NVE23852,12,16,21,13
NVE23853,264,250,232,213
NVE23854,22,12,29,24
NVE23855,72,67,24,14
NVE23856,10,15,70,40
NVE23857,268,265,252,208
NVE23858,2078,2030,1419,1067
NVE23859,49,23,54,39
NVE23861,6,5,16,15
NVE23862,11,3,8,11
NVE23863,61,46,105,97
NVE23864,258,215,343,298
NVE23865,502,460,607,491
NVE23866,75,85,140,122
NVE23867,197,146,464,338
NVE23868,199,184,494,410
NVE23869,370,349,359,248
NVE23870,280,250,254,182
NVE23871,90,64,65,53
NVE23872,44,35,37,18
NVE23873,11,6,52,40
NVE24156,124,109,156,135
NVE24168,910,850,1325,1100
NVE24179,339,236,438,379
NVE24193,222,200,245,198
NVE24210,134,133,154,131
NVE24134,228,190,217,191
NVE24135,665,566,641,528
NVE24136,15,11,9,7
NVE24137,1137,1193,1327,1100
NVE24138,282,263,288,235
NVE24140,13,13,34,30
NVE24141,128,121,169,129
NVE24142,3,1,2,1
NVE24143,108,105,139,118
NVE24144,286,248,375,342
NVE24145,18,16,10,8
NVE24146,6,0,3,2
NVE24147,2,2,2,3
NVE24148,8,10,7,6
NVE24149,2,4,7,5
NVE24150,8,2,6,2
NVE24151,143,119,218,206
NVE24152,160,139,207,195
NVE24153,178,173,93,120
NVE24154,119,117,153,141
NVE24155,231,149,137,142
NVE24157,46,38,53,68
NVE24158,106,53,124,100
NVE24159,47,52,38,34
NVE24160,17,16,18,34
NVE24161,3,4,12,11
NVE24162,2,3,3,4
NVE24163,0,2,7,4
NVE24164,50,38,20,34
NVE24165,3,1,2,3
NVE24166,10,12,12,5
NVE24167,502,439,636,589
NVE24169,45,37,81,61
NVE24170,92,70,146,102
NVE24171,101,96,48,70
NVE24172,341,321,480,399
NVE24173,149,95,125,84
NVE24174,28,27,48,28
NVE24175,2,0,1,5
NVE24176,4,4,19,15
NVE24177,14,8,24,18
NVE24178,118,148,135,101
NVE24180,158,130,163,163
NVE24181,168,177,236,204
NVE24182,34,41,68,50
NVE24183,10,10,11,9
NVE24184,2,3,5,4
NVE24185,6,4,2,0
NVE24186,2,5,15,7
NVE24187,10,6,22,16
NVE24188,490,418,449,337
NVE24189,118,119,144,115
NVE24190,1234,1300,987,793
NVE24191,137,117,29,16
NVE24192,23,12,15,8
NVE24194,3,4,7,3
NVE24195,2,2,12,10
NVE24196,128,102,197,179
NVE24197,86,84,105,90
NVE24198,54,60,50,48
NVE24199,1886,1888,1628,1523
NVE24200,604,523,314,262
NVE24201,305,326,573,457
NVE24202,252,246,94,77
NVE24203,856,750,882,679
NVE24204,6,3,4,3
NVE24205,259,232,263,175
NVE24206,128,137,57,54
NVE24207,1,2,3,7
NVE24208,9,5,43,36
NVE24209,176,152,124,123
NVE24211,224,202,284,278
NVE24212,321,301,237,226
NVE24213,2487,2636,1557,1367
NVE24214,1380,1345,1301,1175
NVE24215,125,94,128,113
NVE24268,487,453,581,495
NVE24274,25,15,22,22
NVE24260,473,586,1340,1004
NVE24261,45,21,64,50
NVE24262,203,165,300,263
NVE24263,44,47,70,50
NVE24264,1008,909,863,785
NVE24265,81,65,125,98
NVE24266,38,52,137,96
NVE24267,46,35,43,38
NVE24269,14,19,23,9
NVE24270,39,32,39,12
NVE24271,34,26,54,32
NVE24272,246,230,349,323
NVE24273,515,487,565,539
NVE24275,4,0,4,8
NVE24276,23,20,55,53
NVE24277,40,36,43,34
NVE24278,10,7,10,4
NVE24279,28,52,32,38
NVE24280,73,52,76,68
NVE24281,227,192,190,164
NVE24282,402,393,470,451
NVE24283,544,592,457,429
NVE24284,2,5,4,1
NVE24285,56,50,29,21
NVE24286,5,3,4,5
NVE24287,19,47,180,175
NVE24288,172,148,205,154
NVE24289,2883,2846,5321,4657
NVE24290,5430,6109,11348,8521
NVE24291,71,55,179,191
NVE24292,1120,1098,457,433
NVE24293,256,224,366,366
NVE24294,2428,2348,4291,3946
NVE24295,785,799,887,756
NVE24296,74,61,57,57
NVE24297,1307,1214,1480,1358
NVE24298,131,133,136,126
NVE24299,136,123,145,133
NVE24300,228,187,207,169
NVE24301,497,523,401,471
NVE24302,13,7,13,24
NVE24303,26,28,46,50
NVE24304,20,25,61,57
NVE24305,485,335,935,731
NVE24306,353,274,443,311
NVE24307,447,298,671,531
NVE24308,578,440,697,518
NVE24309,126,79,231,161
NVE24310,36,22,12,13
NVE24311,60,67,73,69
NVE24312,299,284,359,283
NVE24313,7,11,12,4
NVE24314,23,26,30,15
NVE24315,5,6,2,2
NVE24316,26,26,43,34
NVE24317,31,32,39,34
NVE24318,111,102,159,115
NVE24319,286,248,332,249
NVE24320,38,30,42,49
NVE24321,329,320,308,246
NVE24322,148,125,160,129
NVE24371,2,2,5,3
NVE24378,9,12,15,21
NVE24388,264,264,418,376
NVE24400,20,35,295,230
NVE24412,487,463,311,331
NVE24423,26,11,15,17
NVE24365,1,0,0,2
NVE24366,0,0,0,1
NVE24367,1,0,4,1
NVE24368,3,1,7,0
NVE24369,0,1,1,0
NVE24370,170,98,129,104
NVE24372,8,3,3,2
NVE24373,2,0,1,1
NVE24374,7,4,10,19
NVE24375,6,7,5,4
NVE24376,1179,1052,1121,953
NVE24377,15,17,17,12
NVE24379,13,6,9,7
NVE24380,9,9,12,13
NVE24381,149,115,136,134
NVE24382,102,113,173,156
NVE24383,291,298,373,387
NVE24384,7,3,13,3
NVE24385,415,355,481,421
NVE24386,6,6,17,3
NVE24387,52,40,61,39
NVE24389,151,123,163,124
NVE24390,13,28,36,30
NVE24391,180,161,228,172
NVE24392,69,66,94,81
NVE24393,2,5,4,3
NVE24394,2,2,10,4
NVE24395,57,56,59,47
NVE24396,72,73,60,67
NVE24397,91,87,84,81
NVE24398,289,349,218,243
NVE24399,42,34,19,21
NVE24401,104,74,88,69
NVE24402,156,151,128,117
NVE24403,68,52,62,50
NVE24404,2,1,7,4
NVE24405,3,5,64,42
NVE24406,11,14,91,77
NVE24407,1,1,9,5
NVE24408,55,43,31,19
NVE24409,3,1,1,0
NVE24410,110,106,240,183
NVE24411,4,14,6,7
NVE24413,3567,3158,4027,3339
NVE24414,2312,2381,1120,1357
NVE24415,11,6,10,10
NVE24416,39,32,35,23
NVE24417,6,5,12,6
NVE24418,110,82,91,84
NVE24419,110,94,82,76
NVE24420,181,142,174,143
NVE24421,174,152,182,162
NVE24422,989,955,1556,1343
NVE24424,4,6,8,8
NVE24425,24,42,76,71
NVE24426,28,127,1255,919
NVE24502,43,37,57,33
NVE24511,64,55,52,40
NVE24528,72,44,30,35
NVE24471,179,179,191,145
NVE24472,210,234,271,238
NVE24473,396,388,433,355
NVE24474,26,20,25,27
NVE24475,118,82,69,80
NVE24476,5,5,7,6
NVE24477,219,225,235,217
NVE24478,183,215,116,121
NVE24479,29,27,13,13
NVE24480,258,225,294,233
NVE24481,23,7,6,2
NVE24482,110,110,98,95
NVE24483,14,11,15,26
NVE24484,22,12,21,10
NVE24485,111,70,111,104
NVE24486,13,13,50,44
NVE24487,39,36,65,62
NVE24488,117,90,168,120
NVE24489,45,25,30,34
NVE24490,1,2,3,1
NVE24491,7,1,1,0
NVE24492,15,10,17,11
NVE24493,696,600,832,722
NVE24494,726,645,810,612
NVE24495,214,237,198,180
NVE24496,25,9,20,26
NVE24497,62,43,40,29
NVE24498,0,5,7,1
NVE24499,37,19,47,33
NVE24500,17,6,20,10
NVE24501,1,2,4,5
NVE24503,157,126,150,115
NVE24504,9,6,13,12
NVE24505,1,0,4,1
NVE24506,309,323,362,310
NVE24507,25,13,28,24
NVE24508,36,25,52,26
NVE24509,33,24,76,49
NVE24510,29,36,33,34
NVE24512,75,77,43,40
NVE24513,53,60,35,24
NVE24514,49,46,79,62
NVE24515,97,114,117,94
NVE24516,44,60,28,30
NVE24517,21,25,18,16
NVE24518,44,46,56,34
NVE24519,12,17,18,18
NVE24520,4817,4922,3487,3115
NVE24521,424,383,298,304
NVE24522,56,70,68,75
NVE24523,11,5,7,7
NVE24524,70,72,51,35
NVE24525,723,621,754,618
NVE24526,237,192,231,180
NVE24527,103,107,93,86
NVE24529,90,85,113,104
NVE24530,70,76,118,82
NVE24531,147,140,136,99
NVE24532,85,74,122,95
NVE24533,9,13,18,17
NVE24534,6,4,13,17
NVE24535,12,8,21,11
NVE24536,3,0,3,5
NVE24537,20,12,15,19
NVE24538,1,2,2,3
NVE24539,25,26,24,17
NVE24540,238,204,266,209
NVE24541,1208,1070,595,569
NVE24542,393,354,512,442
NVE24543,16,34,54,52
NVE24544,736,685,623,525
NVE24545,1008,589,360,392
NVE24546,134,113,122,112
NVE24547,122,117,128,126
NVE24548,10,10,28,23
NVE24637,1344,1311,1610,1459
NVE24654,30,29,32,47
NVE24593,2,0,0,0
NVE24594,134,136,214,179
NVE24595,0,0,0,0
NVE24596,9,6,23,17
NVE24597,305,295,266,260
NVE24599,7,9,3,6
NVE24600,149,149,216,145
NVE24601,115,105,149,141
NVE24602,22,14,15,16
NVE24603,7,7,12,6
NVE24604,163,138,184,168
NVE24605,3,10,11,12
NVE24606,17,15,14,19
NVE24607,1,2,3,2
NVE24608,234,223,349,299
NVE24609,451,421,582,478
NVE24610,83,68,84,75
NVE24611,543,533,445,422
NVE24612,10,12,8,13
NVE24613,55,55,66,50
NVE24614,1,3,1,1
NVE24615,20,20,15,25
NVE24616,14,12,11,7
NVE24617,108,91,82,77
NVE24618,49,69,75,69
NVE24619,73,58,88,70
NVE24620,685,627,609,530
NVE24621,52,67,74,54
NVE24622,68,76,52,71
NVE24623,52,54,35,25
NVE24624,63,58,80,58
NVE24625,109,99,159,168
NVE24626,25,33,66,64
NVE24627,650,653,914,769
NVE24628,4,5,6,2
NVE24629,4,2,3,3
NVE24630,0,5,5,3
NVE24631,5,4,1,6
NVE24632,65,65,70,74
NVE24633,285,254,231,186
NVE24634,163,178,260,214
NVE24635,274,255,251,225
NVE24636,93,127,123,93
NVE24638,49,39,43,61
NVE24639,95,113,123,87
NVE24640,1008,825,1263,1048
NVE24641,1313,1206,1331,1261
NVE24642,732,662,665,564
NVE24643,86,72,141,107
NVE24644,1,3,1,3
NVE24645,0,0,3,0
NVE24646,0,4,0,0
NVE24647,9,7,6,11
NVE24648,4,2,5,4
NVE24649,366,355,380,315
NVE24650,47,59,71,55
NVE24651,139,153,142,116
NVE24652,126,106,259,218
NVE24653,418,400,353,334
NVE24655,763,763,1243,1033
NVE24656,167,147,175,127
NVE24657,143,127,142,118
NVE24658,129,154,90,92
NVE24659,29,27,21,29
NVE24697,3636,3429,3082,2613
NVE24708,279,243,302,276
NVE24728,192,194,313,239
NVE24744,1365,1229,1138,1024
NVE24688,7,17,7,7
NVE24689,4,6,14,7
NVE24690,206,172,159,164
NVE24691,28,37,21,24
NVE24692,22,11,25,20
NVE24693,30,23,22,23
NVE24694,6,5,1,4
NVE24695,7,17,57,49
NVE24696,257,283,306,299
NVE24698,231,236,283,246
NVE24699,123,110,118,104
NVE24700,26,17,15,23
NVE24701,242,265,330,296
NVE24702,240,256,320,235
NVE24703,1,3,18,7
NVE24705,331,275,441,342
NVE24706,6,2,9,5
NVE24707,6,0,8,4
NVE24709,165,164,218,147
NVE24710,92,81,142,117
NVE24711,156,136,367,299
NVE24712,112,82,107,127
NVE24713,23,6,6,6
NVE24714,709,658,1017,825
NVE24715,502,394,706,587
NVE24716,51,58,74,73
NVE24717,167,168,198,158
NVE24718,42,49,42,39
NVE24719,47,42,74,54
NVE24720,241,169,248,215
NVE24721,51,35,86,87
NVE24722,74,57,69,66
NVE24723,339,319,447,439
NVE24724,90,107,108,111
NVE24725,31,30,25,19
NVE24726,33,25,19,21
NVE24727,692,664,504,446
NVE24729,30,25,53,43
NVE24730,20,14,16,14
NVE24731,83,59,97,82
NVE24732,20,8,38,47
NVE24733,5,6,3,4
NVE24734,18,22,2,8
NVE24735,216,225,300,237
NVE24736,395,398,533,487
NVE24737,507,488,531,435
NVE24738,155,294,130,93
NVE24739,415,394,495,413
NVE24740,47,38,37,43
NVE24741,108,79,133,100
NVE24742,193,171,237,196
NVE24743,173,135,155,137
NVE24745,3721,3151,4397,3885
NVE24746,939,777,695,601
NVE24747,1137,1017,959,831
NVE24748,0,0,10,8
NVE24749,278,235,640,534
NVE24750,117,100,159,143
NVE24751,22,20,51,37
NVE24752,51,49,53,55
NVE24753,113,108,136,134
NVE24754,36,26,71,53
NVE24798,40,23,40,22
NVE24809,99,79,109,106
NVE24810,3157,2256,4636,3756
NVE24820,463,414,473,367
NVE24823,1147,894,1865,1441
NVE24839,1,2,2,1
NVE24789,8,5,12,14
NVE24790,40,52,100,77
NVE24791,24,36,18,15
NVE24792,247,245,73,60
NVE24793,3,1,4,3
NVE24794,147,134,180,160
NVE24795,347,333,368,303
NVE24796,9,5,5,4
NVE24797,799,685,755,682
NVE24799,264,294,218,243
NVE24800,91,94,78,85
NVE24801,238,216,380,341
NVE24802,70,57,85,76
NVE24803,37,43,35,23
NVE24804,138,126,170,147
NVE24805,196,166,180,181
NVE24806,73,66,55,27
NVE24807,107,113,61,40
NVE24808,5,6,6,3
NVE24811,40,17,39,23
NVE24812,126,123,154,93
NVE24813,109,94,137,102
NVE24814,4009,3876,3605,2930
NVE24815,139,117,126,87
NVE24816,331,245,335,329
NVE24817,196,136,235,184
NVE24818,90,102,97,87
NVE24819,51,53,47,43
NVE24821,1514,1526,2089,1611
NVE24822,67,64,129,116
NVE24824,9,7,8,9
NVE24825,150,98,184,141
NVE24826,342,317,303,265
NVE24827,1,2,0,2
NVE24828,35,50,868,683
NVE24829,2,6,56,91
NVE24830,6,3,21,29
NVE24831,17,13,15,34
NVE24832,81,105,161,129
NVE24833,91,72,90,69
NVE24834,397,371,319,290
NVE24835,91,55,64,61
NVE24836,97,75,105,83
NVE24837,20,15,15,22
NVE24838,0,0,0,0
NVE24840,1,3,3,0
NVE24841,31,28,9,5
NVE24842,117,113,119,106
NVE24875,128,103,112,88
NVE24882,18,9,3,3
NVE24890,96,78,116,113
NVE24909,1096,1167,771,755
NVE24918,65,60,58,46
NVE24870,26,17,30,36
NVE24871,398,269,454,437
NVE24872,1638,1264,2221,1768
NVE24873,5,1,7,6
NVE24874,46,49,66,72
NVE24876,22,14,27,17
NVE24877,233,206,288,258
NVE24878,1,1,0,0
NVE24879,183,133,272,243
NVE24880,60,47,70,50
NVE24881,912,820,1059,940
NVE24883,8,7,5,5
NVE24884,307,274,261,232
NVE24885,12,31,23,23
NVE24886,3,7,6,2
NVE24887,153,162,254,184
NVE24888,31,30,35,19
NVE24889,83,94,104,97
NVE24891,144,124,120,115
NVE24892,311,269,274,218
NVE24893,13,9,10,15
NVE24894,156,147,99,92
NVE24895,66,53,47,33
NVE24896,25,26,36,20
NVE24897,64,52,64,62
NVE24898,152,147,126,93
NVE24899,35,20,28,28
NVE24900,12,4,2,10
NVE24901,9,10,6,6
NVE24902,0,1,0,0
NVE24903,2,1,0,0
NVE24904,1024,924,758,637
NVE24905,3,1,5,1
NVE24906,534,465,347,313
NVE24907,21,6,15,18
NVE24908,36,41,17,7
NVE24910,53,40,43,38
NVE24911,956,782,1063,842
NVE24912,166,175,238,212
NVE24913,360,284,296,264
NVE24914,1668,1590,2191,1714
NVE24915,551,510,433,371
NVE24916,708,665,536,453
NVE24917,54,54,57,37
NVE24919,291,307,71,49
NVE24920,983,820,430,335
NVE24952,195,166,196,166
NVE25010,320,260,304,272
NVE25022,4,4,6,1
NVE25023,32,43,51,57
NVE24941,0,3,6,3
NVE24942,157,116,147,122
NVE24943,31,18,39,22
NVE24944,5,8,6,1
NVE24945,74,58,78,82
NVE24946,13,21,28,36
NVE24947,1110,1047,1010,814
NVE24948,121,102,122,106
NVE24949,327,347,309,262
NVE24950,313,389,467,388
NVE24951,197,211,201,180
NVE24953,7,11,5,2
NVE24954,6,7,8,9
NVE24955,20,15,12,20
NVE24956,1,0,1,3
NVE24957,43,43,61,37
NVE24958,896,935,927,801
NVE24959,10,11,16,5
NVE24960,15,10,17,4
NVE24961,60,61,46,30
NVE24962,61,61,72,78
NVE24963,39,59,50,50
NVE24964,45,32,38,36
NVE24965,54,44,47,36
NVE24966,231,184,126,109
NVE24967,9,12,20,19
NVE24968,142,146,201,162
NVE24969,127,112,116,116
NVE24970,714,718,854,723
NVE24971,17,13,14,16
NVE24972,68,66,72,63
NVE24973,9,9,13,10
NVE24974,8,7,8,8
NVE24975,2,2,0,1
NVE24976,50,48,59,43
NVE24977,171,164,200,177
NVE24978,11,16,27,18
NVE24979,11,11,13,18
NVE24980,10,9,14,5
NVE24981,6,3,16,10
NVE24982,3,3,2,5
NVE24983,14,6,15,5
NVE24984,4,2,7,7
NVE24985,57,58,47,35
NVE24986,60,46,64,65
NVE24987,77,63,70,51
NVE24988,575,565,597,525
NVE24989,57,41,56,30
NVE24990,223,248,180,167
NVE24991,158,189,235,201
NVE24992,390,374,558,543
NVE24993,88,67,82,73
NVE24994,5,2,1,3
NVE24995,8,5,20,19
NVE24996,342,339,396,364
NVE24997,1008,804,921,921
NVE24998,12,11,7,5
NVE24999,145,153,139,119
NVE25000,184,130,209,164
NVE25001,110,50,117,77
NVE25002,356,387,354,401
NVE25003,5,1,16,7
NVE25004,17,12,25,18
NVE25005,180,180,200,181
NVE25006,26,13,27,22
NVE25007,112,109,166,143
NVE25008,90,67,180,150
NVE25009,552,461,470,405
NVE25011,62,49,66,42
NVE25012,24,42,38,45
NVE25013,70,60,84,76
NVE25014,7,2,6,3
NVE25015,107,73,114,95
NVE25016,506,454,731,596
NVE25017,41,40,69,38
NVE25018,19,23,25,23
NVE25019,130,81,128,105
NVE25020,128,106,194,172
NVE25021,46,38,44,44
NVE25024,48,60,79,47
NVE25025,71,71,86,53
NVE25026,71,63,88,65
NVE25027,44,43,45,43
NVE25028,97,92,66,48
NVE25029,295,306,313,260
NVE25073,2,0,2,0
NVE25102,263,253,304,287
NVE25120,40,34,35,29
NVE25143,338,359,480,417
NVE25068,1,1,3,0
NVE25069,6,6,2,2
NVE25070,3,2,3,0
NVE25071,9,4,7,4
NVE25072,4,8,6,4
NVE25074,47,48,107,108
NVE25075,5,0,10,3
NVE25076,1400,1163,1634,1378
NVE25077,16,13,16,12
NVE25078,123,156,99,109
NVE25079,194,216,173,164
NVE25080,290,241,332,287
NVE25081,796,778,677,580
NVE25082,8913,7897,6399,5244
NVE25083,758,711,1063,898
NVE25084,5,9,9,15
NVE25085,118,115,139,111
NVE25086,49,46,51,48
NVE25087,18,19,28,22
NVE25088,5,2,15,12
NVE25089,78,54,35,44
NVE25090,51,49,38,29
NVE25091,1,1,5,2
NVE25092,112,85,130,105
NVE25093,82,56,81,65
NVE25094,66,63,73,69
NVE25096,46,35,69,56
NVE25097,25,23,23,25
NVE25098,37,22,43,36
NVE25099,64,38,48,43
NVE25100,240,255,169,141
NVE25101,64,39,68,61
NVE25103,6,8,20,14
NVE25104,60,64,108,64
NVE25105,19,19,19,16
NVE25106,251,193,241,236
NVE25107,15,19,27,15
NVE25108,62,63,80,83
NVE25109,68,77,64,63
NVE25110,333,319,228,231
NVE25111,65,48,48,56
NVE25112,91,61,160,122
NVE25113,29,25,32,22
NVE25114,22,18,22,31
NVE25115,97,85,83,68
NVE25116,63,61,65,64
NVE25117,52,42,49,54
NVE25118,2,6,7,5
NVE25119,73,65,84,83
NVE25121,45,49,66,57
NVE25122,187,180,176,156
NVE25123,142,139,153,118
NVE25124,58,46,58,40
NVE25125,225,192,206,213
NVE25126,823,805,1000,824
NVE25127,28,34,21,19
NVE25128,147,119,152,101
NVE25129,0,1,1,2
NVE25130,36,26,49,57
NVE25131,13,1,5,2
NVE25132,4,4,1,4
NVE25133,12,9,11,13
NVE25134,31,26,23,18
NVE25135,286,298,381,365
NVE25136,174,135,173,151
NVE25137,37,57,55,48
NVE25138,10,11,8,6
NVE25139,34,21,18,23
NVE25140,2,3,2,6
NVE25141,126,106,77,78
NVE25142,33,35,70,53
NVE25144,43,45,50,44
NVE25145,210,166,225,216
NVE25146,69,82,153,95
NVE25147,208,200,256,257
NVE25148,68,55,81,71
NVE25365,291,260,320,237
NVE25388,60,74,73,64
NVE25401,38,35,39,28
NVE25356,4,0,1,1
NVE25357,52,48,68,40
NVE25358,13,6,28,20
NVE25359,4,4,2,5
NVE25360,76,50,15,13
NVE25361,20,5,15,10
NVE25362,26,24,42,39
NVE25363,25,29,19,18
NVE25364,72,55,150,153
NVE25366,475,468,533,458
NVE25367,13,13,20,14
NVE25368,9,12,19,6
NVE25369,7024,6335,8156,7235
NVE25370,40,44,62,33
NVE25371,920,861,1022,894
NVE25372,300,239,271,262
NVE25373,140,132,190,127
NVE25374,11,26,18,19
NVE25375,384,393,344,319
NVE25376,2,4,7,4
NVE25377,404,384,503,380
NVE25378,264,262,392,309
NVE25379,217,249,164,172
