Gene ID,AO1,AO2,B1,B2
NVE17786,16,4,11,15
NVE17795,3,3,6,8
NVE17796,41,51,36,35
NVE17797,2,1,1,4
NVE17803,0,0,0,0
NVE17804,5,1,3,6
NVE17805,1,3,1,2
NVE17807,21,26,34,30
NVE17808,0,0,0,0
NVE17809,16,19,38,26
NVE17810,7,1,3,1
NVE17912,1,0,2,1
NVE17923,1,0,3,1
NVE17924,5,7,16,5
NVE17926,3,0,2,0
NVE17927,12,7,10,9
NVE17940,0,0,0,0
NVE17941,2,3,4,3
NVE17953,14,8,11,3
NVE17954,1,2,2,3
NVE17955,5,4,0,2
NVE17960,0,0,0,0
NVE17961,1,2,1,0
NVE17972,24,26,54,53
NVE17973,90,74,131,117
NVE17974,0,0,0,0
NVE17975,18,24,20,25
NVE17976,15,14,15,13
NVE17984,0,0,0,1
NVE17985,0,0,0,0
NVE17986,3,3,10,5
NVE17987,2,2,3,2
NVE17994,11,16,14,8
NVE17995,6,15,13,16
NVE17996,8,6,9,11
NVE18008,13,9,20,14
NVE18125,28,12,12,10
NVE18126,5,0,5,3
NVE18127,0,0,2,1
NVE18128,8,8,9,5
NVE18130,6,8,0,2
NVE18131,0,0,0,0
NVE18132,8,5,5,1
NVE18133,22,29,5,6
NVE18134,2,4,5,7
NVE18135,134,141,132,125
NVE18143,4,1,7,4
NVE18144,60,71,72,48
NVE18145,107,82,104,76
NVE18146,8,9,12,18
NVE18147,0,0,0,0
NVE18154,1,0,1,0
NVE18155,1,1,4,1
NVE18156,5,4,6,6
NVE18157,6,11,16,7
NVE18158,0,0,0,2
NVE18159,0,0,0,0
NVE18179,1,5,0,1
NVE18180,13,22,15,12
NVE18181,1,3,1,2
NVE18182,94,105,135,120
NVE18189,79,67,77,64
NVE18190,11,3,15,7
NVE18191,1,0,0,1
NVE18192,0,0,0,0
NVE18193,6,5,5,4
NVE18194,10,14,16,9
NVE18205,2,2,0,1
NVE18206,0,0,0,0
NVE18207,8,5,3,2
NVE18212,0,1,1,0
NVE18213,2,3,1,0
NVE18214,2,0,5,4
NVE18215,0,0,2,2
NVE18216,0,0,1,0
NVE18238,0,0,0,0
NVE18239,0,0,0,1
NVE18240,0,0,0,0
NVE18241,1,0,0,0
NVE18242,21,23,26,31
NVE18243,22,20,48,19
NVE18367,0,0,0,0
NVE18368,0,0,0,0
NVE18369,0,0,2,0
NVE18379,12,10,5,10
NVE18380,4,4,4,0
NVE18381,2,2,2,0
NVE18397,0,0,0,1
NVE18398,2,1,3,3
NVE18399,2,0,1,2
NVE18401,9,10,11,6
NVE18402,0,0,1,0
NVE18403,13,8,10,6
NVE18404,0,0,0,0
NVE18418,0,0,0,0
NVE18419,8,5,1,0
NVE18420,0,1,1,2
NVE18421,9,14,4,0
NVE18432,21,12,16,27
NVE18433,0,0,0,0
NVE18434,0,1,0,0
NVE18435,20,12,14,20
NVE18436,29,40,22,23
NVE18437,12,4,2,5
NVE18438,2,1,2,8
NVE18440,3,1,3,1
NVE18441,0,0,0,0
NVE18442,44,32,48,37
NVE18443,21,20,36,15
NVE18445,0,0,0,0
NVE18446,1,0,3,1
NVE18461,0,1,1,0
NVE18462,1,4,3,4
NVE18463,0,1,3,0
NVE18465,0,0,0,0
NVE18563,4,0,0,0
NVE18565,0,0,0,0
NVE18571,3,1,2,1
NVE18572,6,5,7,9
NVE18579,0,0,0,0
NVE18580,16,11,13,10
NVE18581,39,49,53,42
NVE18582,99,78,135,91
NVE18583,12,11,15,12
NVE18596,13,22,11,10
NVE18597,0,0,3,0
NVE18605,10,9,13,4
NVE18606,3,1,1,0
NVE18607,0,0,2,0
NVE18608,14,7,14,12
NVE18624,18,8,12,9
NVE18625,4,3,2,2
NVE18631,25,25,5,9
NVE18632,27,32,16,10
NVE18633,36,54,39,44
NVE18634,0,0,0,0
NVE18635,0,0,0,0
NVE18636,0,0,1,0
NVE18637,0,0,0,0
NVE18646,0,0,1,2
NVE18655,41,28,48,42
NVE18656,5,7,3,2
NVE18657,107,90,125,127
NVE18667,79,75,79,67
NVE18668,1,0,0,0
NVE18669,0,0,0,0
NVE18670,0,1,1,0
NVE18671,87,67,69,47
NVE18672,3,2,9,4
NVE18673,7,10,7,2
NVE18674,1,1,0,3
NVE18785,4,0,1,1
NVE18787,2,0,0,0
NVE18793,0,0,0,0
NVE18794,0,0,0,1
NVE18795,30,27,42,30
NVE18796,0,0,0,0
NVE18797,37,28,20,19
NVE18798,0,0,1,0
NVE18800,1,0,2,0
NVE18801,22,25,50,27
NVE18802,5,1,6,2
NVE18803,5,7,4,4
NVE18804,4,0,4,2
NVE18806,6,1,3,1
NVE18807,29,23,21,14
NVE18808,4,6,3,6
NVE18809,0,0,0,1
NVE18810,0,1,2,4
NVE18811,14,17,25,25
NVE18819,1,0,1,1
NVE18821,1,0,0,1
NVE18822,5,2,1,0
NVE18823,0,0,0,2
NVE18824,0,0,0,0
NVE18825,17,17,7,18
NVE18826,12,12,12,10
NVE18827,0,1,0,0
NVE18828,15,18,22,16
NVE18829,0,0,0,0
NVE18839,0,0,1,0
NVE18840,0,0,1,0
NVE18841,0,0,0,0
NVE18842,0,0,0,0
NVE18843,0,0,0,0
NVE18844,2,0,2,0
NVE18845,0,0,0,0
NVE18858,6,4,4,6
NVE18859,16,22,32,36
NVE19242,12,5,7,6
NVE19243,0,0,0,0
NVE19244,12,12,5,4
NVE19245,6,3,10,4
NVE19246,12,8,30,16
NVE19251,0,1,2,0
NVE19252,6,3,4,2
NVE19253,0,0,0,0
NVE19254,0,1,0,0
NVE19255,2,0,0,0
NVE19262,31,20,15,18
NVE19263,14,10,3,8
NVE19264,1,5,6,9
NVE19274,8,7,2,5
NVE19275,30,32,37,32
NVE19276,0,0,0,0
NVE19277,88,66,108,96
NVE19278,12,5,13,10
NVE19283,49,26,131,105
NVE19288,3,0,0,0
NVE19289,0,1,0,0
NVE19290,0,0,0,0
NVE19291,0,0,0,0
NVE19292,3,2,1,6
NVE19293,94,72,123,67
NVE19301,0,0,0,0
NVE19302,0,0,0,0
NVE19303,0,0,0,0
NVE19304,0,0,0,0
NVE19305,0,0,0,0
NVE19306,0,0,0,0
NVE19307,2,5,1,5
NVE19308,10,10,17,17
NVE19316,0,0,0,0
NVE19317,0,0,0,0
NVE19328,0,1,0,0
NVE19329,36,40,23,23
NVE19440,0,0,0,0
NVE19441,0,0,0,0
NVE19442,0,0,0,0
NVE19446,2,3,0,0
NVE19447,1,0,0,0
NVE19448,14,16,17,14
NVE19453,47,43,37,31
NVE19454,23,28,8,15
NVE19456,11,6,10,16
NVE19457,82,75,44,53
NVE19458,12,2,3,3
NVE19459,0,0,0,0
NVE19460,0,0,0,0
NVE19461,0,0,0,0
NVE19462,0,0,0,0
NVE19463,179,224,226,130
NVE19464,0,0,0,0
NVE19465,5,5,6,8
NVE19466,4,5,8,10
NVE19467,7,15,8,7
NVE19475,13,6,2,5
NVE19476,12,4,9,4
NVE19477,33,35,29,24
NVE19478,6,6,14,10
NVE19491,0,0,0,1
NVE19492,0,0,0,0
NVE19493,6,17,8,8
NVE19494,0,0,0,0
NVE19495,0,0,0,0
NVE19496,0,0,1,0
NVE19505,0,1,1,1
NVE19506,2,2,2,3
NVE19625,3,11,6,8
NVE19626,4,7,3,3
NVE19636,71,88,52,48
NVE19637,0,0,0,0
NVE19638,7,17,20,13
NVE19646,0,1,0,0
NVE19647,4,16,16,6
NVE19648,4,12,110,87
NVE19649,24,17,17,15
NVE19650,37,24,6,9
NVE19651,18,18,15,8
NVE19652,29,27,21,13
NVE19660,0,0,0,0
NVE19661,6,3,26,11
NVE19662,0,3,1,2
NVE19677,2,2,2,0
NVE19678,5,0,0,1
NVE19679,2,0,0,2
NVE19680,0,1,1,3
NVE19686,0,0,0,0
NVE19687,0,0,0,0
NVE19688,0,5,1,1
NVE19689,2,0,0,0
NVE19702,0,0,0,0
NVE19703,18,7,20,22
NVE19704,0,0,0,0
NVE19705,9,4,8,6
NVE19706,2,2,2,2
NVE19707,0,0,0,0
NVE19715,8,7,5,8
NVE19716,51,44,62,57
NVE19840,2,6,4,6
NVE19841,3,3,3,4
NVE19842,0,0,1,1
NVE19843,1,0,2,1
NVE19851,11,11,9,10
NVE19852,1,1,0,0
NVE19853,0,0,0,2
NVE19854,2,1,1,6
NVE19855,4,1,2,1
NVE19856,1,0,1,0
NVE19858,3,2,0,0
NVE19859,2,1,2,3
NVE19874,0,1,0,0
NVE19875,35,48,29,21
NVE19883,0,0,3,2
NVE19893,0,0,1,0
NVE19894,0,0,1,0
NVE19895,16,17,16,24
NVE19904,0,0,0,0
NVE19905,2,2,1,2
NVE19994,8,8,7,10
NVE19996,1,0,0,0
NVE19997,0,0,0,0
NVE20005,0,0,0,0
NVE20006,0,0,0,0
NVE20007,1,0,0,0
NVE20008,0,0,0,0
NVE20010,2,0,2,0
NVE20011,0,0,0,0
NVE20012,1,0,4,1
NVE20021,5,5,6,7
NVE20028,0,0,0,0
NVE20046,0,0,0,0
NVE20047,186,195,151,100
NVE20062,4,0,0,0
NVE20071,1,0,0,0
NVE20081,2,0,0,0
NVE20212,0,0,0,0
NVE20213,0,0,0,0
NVE20214,50,41,47,28
NVE20223,0,0,0,0
NVE20224,12,10,24,13
NVE20231,1,0,0,0
NVE20232,0,0,0,0
NVE20233,9,10,8,2
NVE20234,1,5,4,4
NVE20237,0,0,0,0
NVE20238,1,2,2,0
NVE20243,2,0,2,1
NVE20250,0,1,1,1
NVE20251,4,4,5,2
NVE20256,4,1,1,1
NVE20257,1,4,1,3
NVE20258,0,0,0,2
NVE20267,30,24,33,31
NVE20268,7,3,7,10
NVE20269,0,0,0,0
NVE20270,0,0,4,1
NVE20271,8,4,19,13
NVE20272,16,13,17,25
NVE20273,5,2,7,6
NVE20274,10,10,18,10
NVE20365,3,0,0,3
NVE20371,32,22,21,17
NVE20372,0,0,0,0
NVE20378,1,8,28,27
NVE20379,0,0,0,0
NVE20380,45,41,52,33
NVE20381,422,384,483,400
NVE20387,28,35,34,30
NVE20394,0,1,1,3
NVE20395,1,0,0,0
NVE20396,0,0,1,0
NVE20397,0,0,0,0
NVE20405,75,46,116,100
NVE20406,0,1,0,1
NVE20407,8,5,3,4
NVE20422,58,33,47,37
NVE20424,0,0,0,0
NVE20425,1,0,1,1
NVE20537,2,4,6,2
NVE20538,8,4,11,8
NVE20544,3,3,3,2
NVE20545,68,77,96,82
NVE20546,0,0,0,0
NVE20551,4,4,1,1
NVE20552,1,0,1,1
NVE20553,6,4,1,11
NVE20554,21,20,27,12
NVE20555,0,0,1,0
NVE20556,0,0,0,0
NVE20558,12,12,16,16
NVE20559,13,9,9,14
NVE20560,1,0,0,0
NVE20561,0,0,1,0
NVE20574,1,0,6,5
NVE20575,0,0,0,0
NVE20580,0,0,0,0
NVE20581,8,2,3,6
NVE20688,23,16,12,14
NVE20689,11,22,23,12
NVE20690,0,1,13,4
NVE20694,169,150,174,179
NVE20702,11,7,17,13
NVE20708,5,8,9,5
NVE20709,33,40,94,88
NVE20710,0,0,0,0
NVE20712,0,0,1,0
NVE20715,8,12,10,24
NVE20716,2,5,7,6
NVE20717,1266,1259,1352,1178
NVE20723,30,32,26,26
NVE20735,13,19,10,12
NVE20736,2,2,0,2
NVE20831,1,0,2,1
NVE20832,10,9,5,11
NVE20833,0,0,0,0
NVE20834,0,0,0,0
NVE20835,1,1,0,1
NVE20841,0,0,0,0
NVE20842,0,3,0,2
NVE20849,12,5,14,8
NVE20850,16,16,12,10
NVE20851,0,0,0,0
NVE20863,1,0,0,1
NVE20873,2,6,6,4
NVE20874,0,0,0,0
NVE20886,4,2,2,1
NVE20889,0,0,0,0
NVE20890,0,0,2,0
NVE20891,1,7,3,3
NVE21180,6,0,7,2
NVE21181,166,139,183,165
NVE21185,2,5,5,12
NVE21186,7,6,7,6
NVE21193,3,2,4,2
NVE21194,0,0,0,0
NVE21195,0,2,0,1
NVE21196,0,0,0,1
NVE21201,0,0,2,1
NVE21202,11,12,4,13
NVE21207,5,6,3,1
NVE21318,0,0,1,0
NVE21319,31,24,34,43
NVE21326,44,59,26,51
NVE21328,45,35,39,41
NVE21329,1,3,3,0
NVE21330,0,0,0,0
NVE21331,81,85,44,48
NVE21336,3,8,7,4
NVE21337,7,3,10,4
NVE21338,3,0,4,0
NVE21343,1,1,2,2
NVE21344,160,144,205,148
NVE21371,0,1,0,0
NVE21373,2,2,6,1
NVE21374,0,0,0,0
NVE21375,11,4,8,3
NVE21465,0,0,0,0
NVE21466,0,0,0,0
NVE21467,0,0,0,0
NVE21468,1,0,1,0
NVE21473,3,1,4,2
NVE21474,0,1,1,0
NVE21475,7,2,0,1
NVE21476,6,11,3,4
NVE21477,4,4,5,9
NVE21480,1,0,0,0
NVE21481,24,12,29,40
NVE21482,0,0,0,0
NVE21486,0,0,1,0
NVE21487,0,0,0,0
NVE21492,132,130,150,144
NVE21571,11,9,22,13
NVE21572,1,1,0,0
NVE21573,5,6,7,9
NVE21574,0,0,0,0
NVE21589,0,0,0,0
NVE21591,0,0,0,0
NVE21593,1,0,1,0
NVE21594,0,0,0,0
NVE21662,11,6,5,5
NVE21663,1,1,3,3
NVE21667,0,0,0,0
NVE21668,33,7,78,49
NVE21669,1,2,0,0
NVE21672,5,8,15,9
NVE21674,0,1,3,0
NVE21675,1144,1273,1041,773
NVE21676,15,9,7,8
NVE21677,0,1,0,0
NVE21692,1,1,1,2
NVE21693,2,2,3,0
NVE21696,1,1,2,1
NVE21697,1,4,5,2
NVE21698,2,0,0,0
NVE21699,0,0,2,0
NVE21700,0,0,0,2
NVE21707,13,6,8,9
NVE21714,3,9,0,7
NVE21715,0,0,0,0
NVE21803,2,3,2,2
NVE21806,0,0,1,0
NVE21807,0,0,0,1
NVE21818,48,47,33,43
NVE21821,9,11,8,14
NVE21829,4,5,10,4
NVE21830,0,0,0,0
NVE21831,0,1,0,0
NVE21839,4,1,10,4
NVE21840,14,9,14,7
NVE21841,0,1,0,0
NVE21926,0,0,0,0
NVE21930,1,0,0,0
NVE21932,3,2,8,2
NVE21938,4,1,1,1
NVE21939,83,92,119,97
NVE21940,0,0,0,0
NVE21949,0,0,0,0
NVE21959,35,29,41,26
NVE21961,0,0,0,0
NVE21963,2,5,2,2
NVE21964,4,1,1,4
NVE21965,0,0,0,0
NVE22078,30,22,29,21
NVE22080,6,6,4,13
NVE22081,73,76,55,56
NVE22086,4,1,0,2
NVE22087,4,4,6,6
NVE22088,0,4,0,2
NVE22089,30,24,29,35
NVE22090,44,40,29,31
NVE22091,0,0,1,2
NVE22092,250,256,183,173
NVE22096,1,0,0,0
NVE22099,4,0,1,5
NVE22100,3,6,6,4
NVE22101,14,14,13,12
NVE22110,2,0,0,0
NVE22111,3,3,6,4
NVE22181,0,0,0,0
NVE22182,0,0,0,0
NVE22185,1,0,1,0
NVE22186,0,0,0,0
NVE22187,0,0,0,0
NVE22196,0,0,0,0
NVE22197,2,1,3,5
NVE22198,1,0,0,0
NVE22199,19,13,8,10
NVE22209,25,11,22,16
NVE22210,0,0,0,0
NVE22211,0,1,0,0
NVE22212,5,4,4,5
NVE22213,2,0,0,0
NVE22214,2,4,0,5
NVE22217,0,0,0,0
NVE22218,0,0,0,0
NVE22219,0,2,0,0
NVE22221,0,0,0,0
NVE22222,2,12,14,12
NVE22223,0,0,0,0
NVE22322,0,0,0,0
NVE22323,33,42,19,20
NVE22326,0,0,0,0
NVE22327,2,1,3,3
NVE22328,3,2,5,2
NVE22329,12,17,19,11
NVE22330,0,1,0,0
NVE22332,11,2,5,8
NVE22334,2,0,0,0
NVE22335,0,2,1,4
NVE22336,0,1,1,0
NVE22337,0,0,0,1
NVE22339,0,1,1,0
NVE22340,3,5,3,1
NVE22343,14,8,6,19
NVE22349,0,2,0,0
NVE22350,59,44,61,46
NVE22351,0,0,1,0
NVE22352,0,0,0,0
NVE22353,0,0,0,0
NVE22638,0,0,0,1
NVE22641,2,1,2,3
NVE22642,1,0,0,0
NVE22644,0,0,1,1
NVE22645,0,0,0,0
NVE22646,3,9,9,13
NVE22647,0,0,0,0
NVE22648,11,3,4,8
NVE22649,2,5,5,1
NVE22655,59,43,16,29
NVE22656,67,66,18,22
NVE22657,1,0,0,0
NVE22663,1,1,1,0
NVE22664,43,83,14,23
NVE22665,0,0,0,1
NVE22667,35,13,28,24
NVE22669,14,25,20,14
NVE22677,3,3,6,3
NVE22678,0,0,0,1
NVE22682,0,0,0,0
NVE22777,0,0,0,0
NVE22778,1,3,1,0
NVE22779,0,0,0,0
NVE22780,0,0,1,0
NVE22784,0,0,2,1
NVE22785,67,74,116,82
NVE22787,16,20,18,18
NVE22788,59,35,59,49
NVE22789,7,7,7,6
NVE22790,104,136,109,95
NVE22792,3,0,3,4
NVE22794,0,0,1,0
NVE22795,5,1,8,2
NVE22796,152,194,117,95
NVE22797,2,3,1,1
NVE22798,7,4,8,2
NVE22799,0,0,1,0
NVE22801,0,0,0,0
NVE22802,63,75,58,46
NVE22803,4,1,1,3
NVE22806,12,14,37,32
NVE22807,23,21,19,10
NVE22808,32,36,35,47
NVE22810,2,2,6,3
NVE22811,0,0,2,1
NVE22812,38,33,25,30
NVE22813,9,10,26,20
NVE22814,0,1,0,0
NVE22815,2,4,3,4
NVE22816,7,8,4,7
NVE22821,1,1,2,1
NVE22822,69,64,152,98
NVE22823,19,14,11,15
NVE22825,52,61,57,51
NVE22826,11,10,5,5
NVE22827,16,7,7,6
NVE22828,67,66,55,43
NVE22829,0,0,0,0
NVE22840,10,10,12,16
NVE22842,6,8,7,3
NVE22843,11,6,27,26
NVE22844,57,35,48,46
NVE22845,0,1,0,1
NVE22849,8,6,8,5
NVE22850,0,3,0,1
NVE22851,0,0,2,1
NVE22852,136,106,163,135
NVE22902,49,34,96,87
NVE22903,0,0,0,1
NVE22905,65,93,77,60
NVE22906,137,109,110,95
NVE22908,59,67,58,51
NVE22909,0,0,0,0
NVE22910,0,0,1,0
NVE22911,0,0,0,0
NVE22913,0,0,0,0
NVE22914,3,1,2,0
NVE22915,1,0,1,2
NVE22919,8,7,6,7
NVE22920,9,5,13,6
NVE22921,0,0,0,0
NVE22922,0,0,0,0
NVE22923,1,0,0,0
NVE22924,1,3,2,0
NVE22925,0,0,0,0
NVE22926,0,1,2,0
NVE22933,13,28,7,15
NVE22934,0,0,0,0
NVE22935,4,1,3,5
NVE22936,1,2,0,0
NVE22937,0,0,0,0
NVE22942,18,14,7,14
NVE22943,41,41,26,19
NVE22944,3,0,1,0
NVE22950,0,1,3,1
NVE22951,4,6,15,7
NVE22952,0,1,0,0
NVE22953,0,0,0,0
NVE22954,512,412,534,451
NVE22961,4,5,28,18
NVE22963,1,2,16,7
NVE22964,2,1,0,1
NVE23062,1,0,0,0
NVE23064,1,3,0,0
NVE23065,2,1,0,1
NVE23066,13,21,15,5
NVE23067,0,0,0,0
NVE23068,0,0,0,0
NVE23069,102,79,126,106
NVE23071,4,4,5,3
NVE23072,1,1,0,1
NVE23073,6,0,1,1
NVE23074,21,20,21,22
NVE23083,133,112,151,110
NVE23084,5,2,1,3
NVE23086,11,7,5,7
NVE23087,107,136,99,90
NVE23088,4,2,6,2
NVE23089,0,0,2,2
NVE23090,8,2,9,3
NVE23094,9,10,20,15
NVE23096,1,2,1,3
NVE23104,2,7,5,5
NVE23105,1,0,0,0
NVE23106,1,2,3,0
NVE23111,7,8,11,8
NVE23112,58,36,46,44
NVE23113,1,2,1,2
NVE23114,9,7,12,2
NVE23115,1,0,0,0
NVE23116,7,10,9,7
NVE23121,15,19,25,30
NVE23122,33,31,32,20
NVE23123,69,70,91,85
NVE23130,2,1,2,2
NVE23221,4,2,3,0
NVE23230,18,15,21,24
NVE23231,11,12,26,27
NVE23232,0,1,1,3
NVE23233,52,66,117,73
NVE23234,11,24,25,32
NVE23235,0,0,0,0
NVE23236,1,1,3,0
NVE23237,1,0,3,4
NVE23238,0,0,2,0
NVE23239,3,3,4,2
NVE23240,14,16,13,16
NVE23241,28,17,17,23
NVE23243,7,1,6,5
NVE23244,429,361,483,420
NVE23245,0,0,0,0
NVE23246,0,0,0,0
NVE23247,20,16,15,9
NVE23248,79,103,84,88
NVE23254,0,0,0,0
NVE23255,10,4,2,6
NVE23259,3,1,5,1
NVE23260,95,103,92,84
NVE23262,1,0,0,0
NVE23263,1,0,0,0
NVE23264,5,2,2,1
NVE23265,377,278,290,294
NVE23266,0,3,1,0
NVE23267,8,23,9,9
NVE23268,136,138,146,124
NVE23269,0,0,0,0
NVE23270,240,182,250,235
NVE23367,30,36,28,21
NVE23369,10,1,0,1
NVE23370,67,59,50,54
NVE23371,10947,8033,7848,6817
NVE23373,108,114,110,93
NVE23374,52,45,53,39
NVE23378,0,0,0,0
NVE23379,26,17,10,17
NVE23380,0,0,0,1
NVE23381,3,3,2,1
NVE23382,13,10,13,16
NVE23383,0,0,4,1
NVE23384,0,0,0,0
NVE23385,1,2,1,5
NVE23386,39,49,48,45
NVE23388,0,0,0,0
NVE23389,0,0,0,0
NVE23393,13,9,18,9
NVE23394,60,56,66,53
NVE23399,18,20,11,21
NVE23400,0,0,0,0
NVE23401,0,1,3,2
NVE23403,22,13,22,21
NVE23405,43,61,73,44
NVE23484,5,3,6,2
NVE23485,13,11,16,10
NVE23486,0,0,0,0
NVE23487,0,0,0,0
NVE23488,0,0,0,0
NVE23490,16,13,19,6
NVE23491,2,5,2,3
NVE23492,0,0,0,0
NVE23496,0,0,0,0
NVE23497,14,12,22,9
NVE23503,2,0,2,3
NVE23508,4,6,5,4
NVE23509,2,1,8,2
NVE23511,64,62,71,65
NVE23512,16,11,15,9
NVE23513,0,0,0,0
NVE23515,2,0,2,2
NVE23516,12,12,17,14
NVE23517,40,27,24,23
NVE23521,13,10,20,14
NVE23522,6,4,8,3
NVE23523,10,10,16,11
NVE23524,21,9,27,20
NVE23525,0,6,40,33
NVE23526,1012,1115,815,598
NVE23614,0,4,1,0
NVE23615,2,6,7,5
NVE23617,1,2,1,3
NVE23623,0,0,0,0
NVE23624,13,8,8,8
NVE23625,0,0,0,2
NVE23626,1,2,3,1
NVE23629,21,20,7,8
NVE23630,2,0,0,0
NVE23631,0,0,0,0
NVE23632,66,63,71,58
NVE23633,89,96,83,77
NVE23634,3,2,1,5
NVE23635,6,7,6,8
NVE23636,2,0,0,0
NVE23637,4,3,7,2
NVE23639,4,1,1,1
NVE23640,32,25,26,17
NVE23641,0,0,0,1
NVE23642,2,1,0,0
NVE23645,1,1,3,2
NVE23646,0,1,0,0
NVE23647,1,2,0,0
NVE23648,0,0,1,0
NVE23654,8,2,1,3
NVE23655,4,3,7,1
NVE23656,0,0,0,0
NVE23657,2,3,4,0
NVE23730,0,0,0,0
NVE23731,2,1,0,0
NVE23734,1,3,5,2
NVE23735,0,0,0,0
NVE23736,1,0,1,2
NVE23737,1,0,0,0
NVE23738,1,6,1,1
NVE23739,36,26,54,26
NVE23742,3,0,1,2
NVE23743,2,0,1,1
NVE23744,14,16,2,7
NVE23751,8,16,24,11
NVE23752,0,0,0,0
NVE23753,159,181,163,136
NVE23754,1,0,2,1
NVE23756,11,83,382,354
NVE23757,4,4,5,1
NVE23758,12,13,13,19
NVE23761,8,14,23,21
NVE23770,23,50,47,34
NVE23771,15,9,23,13
NVE23772,0,1,0,0
NVE23773,8,16,13,9
NVE23774,115,148,168,122
NVE23777,25,16,12,14
NVE23781,0,0,1,0
NVE23874,1,2,0,0
NVE23875,60,44,58,55
NVE23877,54,45,98,95
NVE23878,1,0,0,0
NVE23884,0,0,0,1
NVE23885,0,0,0,0
NVE23886,0,0,5,0
NVE23887,1,3,4,4
NVE23888,0,0,0,0
NVE23896,5,4,1,3
NVE23897,11,2,9,4
NVE23898,0,0,0,0
NVE23899,2,4,1,2
NVE23900,0,0,0,0
NVE23902,27,22,33,21
NVE23903,0,0,0,2
NVE23904,0,0,0,0
NVE23906,0,0,0,0
NVE23907,1,2,1,4
NVE23908,1,4,1,0
NVE23909,0,2,3,5
NVE23910,2,0,4,4
NVE24219,0,1,0,1
NVE24220,1,0,0,0
NVE24221,40,25,2,2
NVE24222,22,21,10,12
NVE24223,0,0,0,0
NVE24224,1,0,1,0
NVE24229,0,0,0,0
NVE24230,0,0,0,0
NVE24231,7,16,9,8
NVE24232,3,2,1,1
NVE24233,45,47,67,58
NVE24234,0,0,0,0
NVE24235,0,0,0,0
NVE24236,17,11,11,8
NVE24239,0,0,0,0
NVE24242,0,0,0,0
NVE24246,0,0,0,0
NVE24247,7,4,4,5
NVE24248,8,13,11,12
NVE24253,8,8,52,42
NVE24254,5,4,3,1
NVE24255,1,0,0,0
NVE24257,0,0,0,0
NVE24258,28,39,57,38
NVE24331,0,0,1,0
NVE24332,57,47,57,38
NVE24333,14,19,8,12
NVE24334,0,0,0,0
NVE24335,0,0,0,0
NVE24336,97,93,109,87
NVE24337,109,131,184,116
NVE24340,0,0,3,1
NVE24341,9,5,10,4
NVE24342,69,59,73,69
NVE24343,0,0,0,0
NVE24344,5,3,3,3
NVE24345,1,3,0,0
NVE24346,10,6,11,11
NVE24350,66,89,63,49
NVE24352,5,3,3,4
NVE24353,21,13,20,22
NVE24354,1,0,1,0
NVE24355,5,7,8,3
NVE24356,49,49,58,39
NVE24357,2,0,1,2
NVE24358,0,0,0,0
NVE24359,0,1,0,0
NVE24360,0,0,0,0
NVE24361,66,47,62,43
NVE24362,0,0,0,0
NVE24363,0,0,0,0
NVE24427,0,0,1,2
NVE24428,0,0,0,0
NVE24429,20,18,17,18
NVE24434,0,0,0,0
NVE24435,64,69,78,59
NVE24436,0,2,1,2
NVE24438,0,0,1,0
NVE24440,1,1,3,2
NVE24449,0,1,1,1
NVE24450,8,10,8,4
NVE24458,2,0,0,0
NVE24462,0,0,0,0
NVE24463,0,0,0,0
NVE24464,1,0,2,1
NVE24465,0,0,0,0
NVE24467,16,9,14,15
NVE24468,9,11,29,32
NVE24469,18,17,9,11
NVE24470,2,1,3,1
NVE24550,18,11,14,15
NVE24551,3,1,5,1
NVE24552,0,0,1,0
NVE24560,12,11,5,9
NVE24561,0,0,0,0
NVE24562,8,8,14,6
NVE24563,0,0,0,0
NVE24567,3,3,3,1
NVE24572,93,75,97,65
NVE24577,113,120,262,164
NVE24583,0,0,0,0
NVE24584,0,0,0,0
NVE24586,0,1,0,0
NVE24587,4,12,11,7
NVE24591,26,32,25,24
NVE24592,4,3,7,9
NVE24663,0,0,0,0
NVE24664,0,1,0,0
NVE24665,6,1,8,7
NVE24666,0,0,0,0
NVE24667,0,0,0,0
NVE24668,0,1,0,0
NVE24669,36,28,36,23
NVE24670,1,2,0,0
NVE24671,3,4,1,2
NVE24672,11,5,1,1
NVE24673,448,431,328,241
NVE24679,13,8,25,15
NVE24680,0,1,0,1
NVE24684,0,0,1,0
NVE24685,0,0,0,0
NVE24686,18,18,6,4
NVE24757,0,0,0,0
NVE24760,11,10,10,7
NVE24761,0,0,0,0
NVE24766,0,0,0,1
NVE24767,0,0,0,0
NVE24769,6,6,14,9
NVE24770,4,6,4,1
NVE24771,3,2,4,3
NVE24773,3,3,2,0
NVE24775,21,20,21,15
NVE24776,5,2,3,2
NVE24777,0,0,0,0
NVE24787,0,0,0,0
NVE24788,59,64,60,68
NVE24845,101,119,480,401
NVE24848,0,0,0,0
NVE24849,0,0,0,0
NVE24850,24,16,50,43
NVE24851,0,0,0,0
NVE24852,12,10,6,7
NVE24853,1,1,1,0
NVE24854,33,15,8,6
NVE24855,1,1,2,0
NVE24857,0,0,0,0
NVE24858,0,0,0,0
NVE24859,0,1,0,0
NVE24865,0,1,0,1
NVE24866,63,28,15,19
NVE24867,1,0,0,0
NVE24868,0,0,0,0
NVE24869,0,0,1,0
NVE24922,2,1,0,1
NVE24923,14,22,20,10
